disasterNumber,state,designatedArea,incidentType,incidentType_clean,declarationDate,incidentBeginDate,incidentEndDate,declaration_year,cohort_5yr,decade,response_latency_days,ia_flag,pa_flag,hm_flag,fipsStateCode,fipsCountyCode,placeCode
4312,CA,Resighini Rancheria (Indian Reservation),Severe Storm,Severe Storm(s),2017-05-02,2017-02-08,2017-02-11,2017,2015–2019,2010s,83,False,True,True,6,0,60347
4251,AL,Autauga (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,1,99001
4251,AL,Barbour (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,5,99005
4251,AL,Blount (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,9,99009
4251,AL,Bullock (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,11,99011
4251,AL,Butler (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,13,99013
4251,AL,Chambers (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,17,99017
4251,AL,Cherokee (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,19,99019
4251,AL,Clay (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,27,99027
4251,AL,Cleburne (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,29,99029
4251,AL,Coffee (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,31,99031
4251,AL,Colbert (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,33,99033
4251,AL,Conecuh (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,35,99035
4251,AL,Covington (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,39,99039
4251,AL,Crenshaw (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,41,99041
4251,AL,Cullman (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,43,99043
4251,AL,Dale (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,45,99045
4251,AL,DeKalb (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,49,99049
4251,AL,Elmore (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,51,99051
4251,AL,Escambia (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,53,99053
4251,AL,Fayette (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,57,99057
4251,AL,Franklin (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,59,99059
4251,AL,Geneva (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,61,99061
4251,AL,Henry (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,67,99067
4251,AL,Houston (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,69,99069
4251,AL,Jackson (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,71,99071
4251,AL,Lamar (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,75,99075
4251,AL,Lawrence (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,79,99079
4251,AL,Lee (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,81,99081
4251,AL,Lowndes (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,85,99085
4251,AL,Macon (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,87,99087
4251,AL,Marion (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,93,99093
4251,AL,Marshall (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,95,99095
4251,AL,Monroe (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,99,99099
4251,AL,Perry (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,105,99105
4251,AL,Pike (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,109,99109
4251,AL,Russell (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,113,99113
4251,AL,St. Clair (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,115,99115
4251,AL,Walker (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,127,99127
4251,AL,Winston (County),Severe Storm,Severe Storm(s),2016-01-21,2015-12-23,2015-12-31,2016,2015–2019,2010s,29,False,True,True,1,133,99133
4813,MT,Missoula (County),Straight-Line Winds,Straight-Line Winds,2024-08-23,2024-07-24,2024-07-24,2024,2020–2024,2020s,30,False,True,True,30,63,99063
4813,MT,Powell (County),Straight-Line Winds,Straight-Line Winds,2024-08-23,2024-07-24,2024-07-24,2024,2020–2024,2020s,30,False,True,True,30,77,99077
4259,GA,Baker (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,7,99007
4259,GA,Carroll (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,45,99045
4259,GA,Chattahoochee (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,53,99053
4259,GA,Crawford (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,79,99079
4259,GA,Dade (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,83,99083
4259,GA,Decatur (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,87,99087
4259,GA,Douglas (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,97,99097
4798,TX,Anderson (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,1,99001
4798,TX,Angelina (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,5,99005
4798,TX,Aransas (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,7,99007
4798,TX,Brazos (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,41,99041
4798,TX,Burleson (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,51,99051
4798,TX,Calhoun (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,57,99057
4798,TX,Cameron (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,61,99061
4798,TX,Camp (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,63,99063
4798,TX,Cass (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,67,99067
4798,TX,Cherokee (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,73,99073
4798,TX,Colorado (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,89,99089
4798,TX,DeWitt (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,123,99123
4798,TX,Fayette (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,149,99149
4798,TX,Freestone (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,161,99161
4798,TX,Goliad (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,175,99175
4798,TX,Gregg (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,183,99183
4798,TX,Grimes (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,185,99185
4798,TX,Hardin (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,199,99199
4798,TX,Harrison (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,203,99203
4798,TX,Hidalgo (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,215,99215
4798,TX,Houston (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,225,99225
4798,TX,Kenedy (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,261,99261
4798,TX,Kleberg (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,273,99273
4798,TX,Lavaca (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,285,99285
4798,TX,Lee (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,287,99287
4798,TX,Leon (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,289,99289
4798,TX,Madison (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,313,99313
4798,TX,Marion (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,315,99315
4798,TX,Milam (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,331,99331
4798,TX,Morris (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,343,99343
4798,TX,Newton (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,351,99351
4798,TX,Nueces (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,355,99355
4798,TX,Panola (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,365,99365
4798,TX,Refugio (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,391,99391
4798,TX,Robertson (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,395,99395
4798,TX,Rusk (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,401,99401
4798,TX,Sabine (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,403,99403
4798,TX,San Augustine (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,405,99405
4798,TX,San Patricio (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,409,99409
4798,TX,Tyler (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,457,99457
4798,TX,Upshur (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,459,99459
4798,TX,Victoria (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,469,99469
4798,TX,Washington (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,477,99477
4798,TX,Webb (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,479,99479
4798,TX,Willacy (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,False,True,True,48,489,99489
4798,TX,Austin (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,15,99015
4798,TX,Bowie (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,37,99037
4798,TX,Brazoria (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,39,99039
4798,TX,Chambers (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,71,99071
4798,TX,Fort Bend (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,157,99157
4798,TX,Galveston (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,167,99167
4798,TX,Harris (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,201,99201
4798,TX,Jackson (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,239,99239
4798,TX,Jasper (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,241,99241
4798,TX,Jefferson (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,245,99245
4798,TX,Liberty (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,291,99291
4798,TX,Matagorda (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,321,99321
4798,TX,Montgomery (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,339,99339
4798,TX,Nacogdoches (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,347,99347
4798,TX,Orange (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,361,99361
4798,TX,Polk (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,373,99373
4798,TX,San Jacinto (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,407,99407
4798,TX,Shelby (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,419,99419
4798,TX,Trinity (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,455,99455
4798,TX,Walker (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,471,99471
4798,TX,Waller (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,473,99473
4798,TX,Wharton (County),Hurricane,Hurricane,2024-07-09,2024-07-05,2024-07-09,2024,2020–2024,2020s,4,True,True,True,48,481,99481
4259,GA,Fannin (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,111,99111
4259,GA,Fayette (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,113,99113
4259,GA,Gilmer (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,123,99123
4259,GA,Greene (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,133,99133
4259,GA,Haralson (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,143,99143
4259,GA,Harris (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,145,99145
4259,GA,Jeff Davis (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,161,99161
4259,GA,Lamar (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,171,99171
4259,GA,Macon (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,193,99193
4259,GA,Marion (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,197,99197
4259,GA,Meriwether (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,199,99199
4259,GA,Montgomery (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,209,99209
4259,GA,Morgan (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,211,99211
4259,GA,Muscogee (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,215,99215
4259,GA,Newton (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,217,99217
4259,GA,Oglethorpe (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,221,99221
4259,GA,Pickens (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,227,99227
4259,GA,Stewart (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,259,99259
4259,GA,Talbot (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,263,99263
4259,GA,Taliaferro (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,265,99265
4259,GA,Taylor (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,269,99269
4259,GA,Towns (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,281,99281
4259,GA,Troup (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,285,99285
4259,GA,Union (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,291,99291
4259,GA,Upson (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,293,99293
4259,GA,Webster (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,307,99307
4259,GA,Wilkes (County),Severe Storm,Severe Storm(s),2016-02-26,2015-12-22,2016-01-13,2016,2015–2019,2010s,66,False,True,True,13,317,99317
4795,NM,Mescalero Tribe,Fire,Fire/Wildfire,2024-06-20,2024-06-17,2024-08-20,2024,2020–2024,2020s,3,True,True,True,35,0,47990
4795,NM,Lincoln (County),Fire,Fire/Wildfire,2024-06-20,2024-06-17,2024-08-20,2024,2020–2024,2020s,3,True,True,True,35,27,99027
4795,NM,Otero (County),Fire,Fire/Wildfire,2024-06-20,2024-06-17,2024-08-20,2024,2020–2024,2020s,3,True,True,True,35,35,99035
4795,NM,Rio Arriba (County),Fire,Fire/Wildfire,2024-06-20,2024-06-17,2024-08-20,2024,2020–2024,2020s,3,True,True,True,35,39,99039
4795,NM,San Juan (County),Fire,Fire/Wildfire,2024-06-20,2024-06-17,2024-08-20,2024,2020–2024,2020s,3,True,True,True,35,45,99045
4229,CO,Adams (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,1,99001
4229,CO,Baca (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,9,99009
4229,CO,Boulder (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,13,99013
4229,CO,Denver (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,31,99031
4229,CO,Elbert (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,39,99039
4229,CO,El Paso (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,41,99041
4229,CO,Fremont (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,43,99043
4229,CO,Logan (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,75,99075
4229,CO,Morgan (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,87,99087
4229,CO,Park (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,93,99093
4229,CO,Pueblo (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,101,99101
4229,CO,Saguache (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,109,99109
4229,CO,Sedgwick (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,115,99115
4229,CO,Washington (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,121,99121
4229,CO,Yuma (County),Flood,Flood,2015-07-16,2015-05-04,2015-06-16,2015,2015–2019,2010s,73,False,True,True,8,125,99125
4786,NE,Banner (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,7,99007
4786,NE,Cheyenne (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,33,99033
4786,NE,Dawes (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,45,99045
4786,NE,Garden (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,69,99069
4786,NE,Kimball (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,105,99105
4786,NE,Morrill (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,123,99123
4786,NE,Scotts Bluff (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,157,99157
4786,NE,Sioux (County),Severe Storm,Severe Storm(s),2024-05-24,2024-04-06,2024-04-07,2024,2020–2024,2020s,48,False,True,True,31,165,99165
4785,ME,Cumberland (County),Winter Storm,Winter Storm,2024-05-24,2024-04-03,2024-04-05,2024,2020–2024,2020s,51,False,True,True,23,5,99005
4785,ME,"York (County)(in MSA 6400,6450)",Winter Storm,Winter Storm,2024-05-24,2024-04-03,2024-04-05,2024,2020–2024,2020s,51,False,True,True,23,31,99031
4781,TX,Bailey (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,17,99017
4781,TX,Baylor (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,23,99023
4781,TX,Blanco (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,31,99031
4781,TX,Bosque (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,35,99035
4781,TX,Bowie (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,37,99037
4781,TX,Brown (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,49,99049
4781,TX,Caldwell (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,55,99055
4781,TX,Cass (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,67,99067
4781,TX,Cherokee (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,73,99073
4781,TX,Clay (County),Flood,Flood,2024-05-17,2024-04-26,2024-06-05,2024,2020–2024,2020s,21,False,True,True,48,77,99077
